MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033220103300111000111110001110233010223300020;g7-g6;0;0;19678;20000;322
3;2;2200033220103300111000111110031110233010223000020;b7-b6;0;0;19678;18625;1375
4;3;2200033220103300111000111110031110233012203000020;g6-f6;0;0;17175;18625;2503
5;2;2200003220103300111300111110031110233012203000020;f1-f2;0;0;17175;16646;1979
6;3;2200003220103300111300111110031110233012203000002;f7-g7;0;0;15978;16646;1197
7;2;2200003220103300111300111110003111233012203000002;b5-c5;0;0;15978;14208;2438
8;3;2200003220103300111300111110031112033012203000002;g5-f5;0;0;15614;14208;364
9;2;2200003220133000111300111110031112033012203000002;g2-f2;0;0;15614;13291;917
10;3;2000003220133002111300111110031112033012203000002;b1-b2;0;0;14255;13291;1359
11;2;2200003220133001111300311110031112030012203000002;b6-b5;0;0;14255;11999;1292
12;3;2200003220133001111300311110311120030012203000002;f5-e5;0;0;12706;11999;1549
13;2;2200003220103001113300311110311110030012203000202;e2-e3;0;0;12706;11692;307
14;3;2000003220103002113300111110331110031012203000202;b1-b2;0;0;12247;11692;459
15;3;2000003220103002110300111310331110031011203000202;e3-e4x;0;0;12247;11435;257
16;3;2000003220103002110300111010331130031011203000102;e4-e5x;0;0;12247;11036;399
17;3;2000003220103002110300111010331100031013203000102;e5-e6x;0;1;12247;10687;349
18;3;2000003220103002110300111010331100031010203000302;e6-e7x;0;2;12247;10272;415
19;2;2000003220103002113000111010331100031010203000302;f3-e3;0;2;12247;9061;1211
20;3;2000003022103002113000111010331100031010203000302;a2-b2;0;2;11258;9061;989
21;2;2000003022103002113000111010033110031010203000302;a5-b5;0;2;11258;7472;1589
22;3;2000003002103002113000211010013110033010203100302;b2-b3;0;2;10295;7472;963
23;2;2000003002103021130000211010013110033010203100302;e3-d3;0;2;10295;6993;479
24;3;2000003202103001130000211010013110033010203100302;a3-a2;0;2;9160;6993;1135
25;2;2000003202100001130300211010013110033010203100302;f2-f3;0;2;9160;5594;1399
26;3;2000003022100001130300211010013110033010203100302;a2-b2;0;2;8296;5594;864
27;2;2000003022100001130300211010313110033010200100302;a7-a6;0;2;8296;5575;19
28;3;2000003022100001130300211010313110033012000100302;f6-e6;0;2;7980;5575;316
29;2;2000003022100001130300211010313110033012000100032;e7-f7;0;2;7980;5543;32
30;3;2000003022100001130300211010313110033012000100320;g7-f7;0;2;7817;5543;163
31;2;2000003022100001130303211010313110003012000100320;a6-a5;0;2;7817;5519;24
32;3;2000003020100001230303211010311110003312000100320;c2-c3;0;2;7626;5519;191
33;2;2000003020100001230303211010311110000331200100320;b6-c6;0;2;7626;5484;35
