MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;0220033220103300111000111110001110033010223300022;a1-b1;0;0;19645;20000;355
3;2;0220033220103300111000111110001110003310223300022;a6-b6;0;0;19645;16293;3707
4;3;0020033220103302111000111110001110003310223300022;b1-b2;0;0;18174;16293;1471
5;2;0020033220133002111000111110001110003310223300022;g2-f2;0;0;18174;14821;1472
6;3;0020033200133002111000211110011110003310223300022;b2-b3;0;0;16309;14821;1865
7;2;0020033220133002111000111110031110003310223000022;b7-b6;0;0;16309;14366;455
8;3;0002033220133002111000111110031110003310223000022;c1-d1;0;0;13396;14366;2913
9;2;0002033221330002111000111110031110003310223000022;f2-e2;0;0;13396;11492;2874
10;3;0002033221330002111000111110031110203310223000020;g7-g6;0;0;10716;11492;2680
11;3;0002033213300002111000111110031110203310223000020;e2-d2x;0;0;10716;9193;2299
12;3;0002033133000002111000111110031110203310223000020;d2-c2x;0;0;10716;8912;281
13;3;0002033330000002111000111110031110203310223000020;c2-b2x;0;1;10716;8801;111
14;2;0002033033000002111000111110031110203310223000020;a2-b2;0;1;10716;8708;93
15;3;0002033033000002111000111112031110203310203000020;g6-g5;0;1;10278;8708;438
16;2;0002033033000002111000111112003111203310203000020;b5-c5;0;1;10278;8568;140
17;3;0002033033000002111000111112031112003310203000020;g5-f5;0;1;10125;8568;153
18;2;0002033003000003111000211112011112003310203300020;b2-b3;0;1;10125;8463;105
19;3;0002033003000003111000211112111120003310203300020;f5-e5;0;1;9837;8463;288
20;2;0002003003003003111000211112111120003310203300020;f1-f2;0;1;9837;8345;118
21;2;0002003003003003111000211112111200003310203300020;e5-d5x;1;1;9454;8345;383
22;2;0002003003003003111000211112112000003310203300020;d5-c5x;2;1;9226;8345;228
23;2;0002003003003003111000211112120000003310203300020;c5-b5x;3;1;9168;8345;58
24;2;0002003003003003111000211112200000003310203300020;b5-a5x;4;1;9069;8345;99
25;3;0000003003203003111000211112200000003310203300020;d1-d2;4;1;7851;8345;1218
26;2;0000003003203003111000211112230000003310203000020;b7-b6;4;1;7851;8249;96
27;3;0000003003203003111000211112230000003310203000200;f7-e7;4;1;6280;8249;1571
28;2;0000003003203003111000211112230000000331203000200;b6-c6;4;1;6280;8121;128
29;3;0000003003203003111000211112030000020331203000200;a5-a6;4;1;6214;8121;66
30;2;0000003003203003111000211112030000020033123000200;c6-d6;4;1;6214;8077;44
31;3;0000003003203003111000211112030000000033122000200;a6-a7x;4;1;6181;8077;33
32;3;0000003003203003111000211112030000000003312000200;d6-e6x;4;1;6181;7960;117
33;3;0000003003203003111000211112030000000000312000300;e6-e7x;4;1;6181;7931;29
34;3;0000003003203003111000211112030000000000032000300;f6-g6x;4;2;6181;7868;63
35;2;0000003000203003311000211112031000000000032000300;c2-c3;4;2;6181;7777;91
36;3;0000003000203003311002111120031000000000032000300;g4-f4;4;2;6065;7777;116
37;2;0000003000200003311302111120031000000000032000300;f2-f3;4;2;6065;7675;102
38;3;0000003000200003311302111120031000020000030000300;a7-a6;4;2;5979;7675;86
39;2;0000003000200003311302111120031000020000300000300;g6-f6;4;2;5979;7644;31
40;3;0000003000200003311300111120231000020000300000300;a4-a5;4;2;5876;7644;103
41;2;0000003000200003311000111130231002020000300000300;f3-f4;4;2;5876;7610;34
42;3;0000003000200003311000111130231020020000300000300;f5-e5;4;2;5838;7610;38
43;2;0000003000200000331100111130231020020000300000300;b3-c3;4;2;5838;7586;24
44;3;0000003000200000331100111130231020002000300000300;a6-b6;4;2;5810;7586;28
45;2;0000003000200000331100111130231020002003300000000;e7-e6;4;2;5810;7443;143
46;3;0000003000200001331100311130221020000003300000000;b6-b5;4;2;5780;7443;30
47;2;0000003000210001331100311230221030000000300000000;e6-e5;4;2;5780;7120;323
