MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;0220033220103300111000111110001110033010223300022;a1-b1;0;0;19676;20000;324
3;2;0220033220103300111000111110001110003310223300022;a6-b6;0;0;19676;17089;2911
4;3;0220033220103300111000111110001112003310223300002;f7-f6;0;0;18389;17089;1287
5;2;0220033220133000111000111110001112003310223300002;g2-f2;0;0;18389;15875;1214
6;3;2200033220133000111000111110001112003310223300002;c1-b1;0;0;17287;15875;1102
7;2;2200033220133000111000111110001112000331223300002;b6-c6;0;0;17287;14382;1493
8;3;2200033220133000111000111110001112003312203300002;g6-f6;0;0;16830;14382;457
9;2;2200033220103000113000111110001112003311203300202;e2-e3;0;0;16830;13595;787
10;3;2200033220103000113000111110001112033112003300202;f6-e6;0;0;16590;13595;240
11;3;2200033220103000110000111310001112033111003300202;e3-e4x;0;0;16590;13570;25
12;3;2200033220103000110000111010001132033111003300102;e4-e5x;0;0;16590;13434;136
13;3;2200033220103000110000111010001102033113003300102;e5-e6x;0;1;16590;13272;162
14;3;2200033220103000110000111010001102033110003300302;e6-e7x;0;2;16590;13190;82
15;2;2200033220103000110000111010001102033110003303002;e7-d7;0;2;16590;12931;259
16;3;2200033220103000110000111010001120033110003303002;f5-e5;0;2;16335;12931;255
17;2;2201033220103000110000111010001120033130003300002;d7-d6;0;2;16335;12825;106
18;3;2201033220103000110000111010011200033130003300002;e5-d5;0;2;13450;12825;2885
19;3;2201033220103000110000112010011300033100003300002;d6-d5x;0;3;13450;12522;303
20;3;2201033220103000120000113010011000033100003300002;d5-d4x;0;4;13450;12292;230
21;3;2201033220203000130000110010011000033100003300002;d4-d3x;0;5;13450;12140;152
22;3;2202033220303000100000110010011000033100003300002;d3-d2x;0;6;13450;12038;102
23;2;2202033220303001100000110010031000033100003000002;b7-b6;0;6;13450;11835;203
24;3;2220033220303001100000110010031000033100003000002;d1-c1;0;6;10759;11835;2691
25;3;2220033210303001100000310010031000030100003000002;b6-b5x;0;6;10759;11747;88
26;3;2120033210303003100000310010001000030100003000002;b5-b4x;0;6;10759;11681;66
27;3;2120033230303003100000010010001000030100003000002;b4-b3x;0;7;10759;11652;29
