MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033220103300111000111110001110033010223300220;g7-f7;0;0;19621;20000;379
3;2;2200033220133000111000111110001110033010223300220;g2-f2;0;0;19621;19150;850
4;3;2000033220133002111000111110001110033010223300220;b1-b2;0;0;18217;19150;1404
5;2;2000033221330002111000111110001110033010223300220;f2-e2;0;0;18217;15319;3831
6;3;2000033201330002111000211110011110033010223300220;b2-b3;0;0;17154;15319;1063
7;2;2000033221330002111000111110031110033010223000220;b7-b6;0;0;17154;14981;338
8;3;2000033022133002111000111110031110033010223000220;a2-b2;0;0;15549;14981;1605
9;2;2000033022133002111000111110003111033010223000220;b5-c5;0;0;15549;14227;754
10;3;2000033002133002111000211110013111033010223000220;b2-b3;0;0;13464;14227;2085
11;2;2000033022133002111000111110033111030010223000220;b6-b5;0;0;13464;13597;630
12;3;2000033002213302111000111110033111030010223000220;b2-c2;0;0;12365;13597;1099
13;2;2020033001213302111000131110030111030010223000220;c5-c4;0;0;12365;12779;818
14;3;2002033001213302111000131110030111030010223000220;c1-d1;0;0;11322;12779;1043
15;2;2012033001213302311000101110030111030010223000220;c4-c3;0;0;11322;11735;1044
16;3;2012033001213302311000101110030111030010223002200;f7-e7;0;0;10005;11735;1317
17;3;2012033003213302011000101110030111030010223002200;c3-c2x;0;1;10005;11241;494
18;3;2032033000213302011000101110030111030010223002200;c2-c1x;0;2;10005;10841;400
19;2;2032033020213301011000301110000111030010223002200;b5-b4;0;2;10005;8672;2169
20;3;2032033020213301011100301110000112030010023002200;f6-f5;0;2;8003;8672;2002
21;2;2032033022133001011100301110000112030010023002200;g2-f2;0;2;8003;7056;1616
22;2;2022033020133001011100301110000112030010023002200;c2-c1x;0;2;7632;7056;371
23;2;2022033020131001011100301120000110030010023002200;f5-f4x;0;2;7522;7056;110
24;2;2022013020131001011200301100000110030010023002200;f4-f3x;0;2;7334;7056;188
25;2;2022013020132001011000301100000110030010023002200;f3-f2x;1;2;7157;7056;177
26;2;2022023020130001011000301100000110030010023002200;f2-f1x;2;2;6951;7056;206
27;2;2022002020130001011000301100000110030010023002200;f1-g1x;2;2;6809;7056;142
28;3;2022002000130002011000101100030110030010023002200;b2-b3;2;2;6427;7056;382
29;2;2022002000130002011000101100030110030010020302200;a7-b7;2;2;6427;6697;359
30;3;2220002000130002011000101100030110030010020302200;d1-c1;2;2;5736;6697;691
31;2;2220002000100002013000101100030110030011020302200;e2-e3;2;2;5736;6595;102
32;3;2220002000130002011000101100030110030012020302000;e7-e6;2;2;5715;6595;21
33;2;2220002001300002011000101100030110030012020302000;e2-d2;2;2;5715;6529;66
34;3;0222002001300002011000101100030110030012020302000;a1-b1;2;2;5594;6529;121
35;2;0222002013000002011000101100030110030012020302000;d2-c2;2;2;5594;6301;228
36;3;0222002013000000211000101100030110030012020302000;b3-c3;2;2;5493;6301;101
37;2;0222002013000000211000101100030110030012020032000;b7-c7;2;2;5493;6010;291
38;3;0220002013200000211000101100030110030012020032000;d1-d2;2;2;5010;6010;483
39;2;0220002013200000211000101100003110030012020032000;b5-c5;2;2;5010;5798;212
40;3;0220002013200000211000101100003110030120020032000;e6-d6;2;2;4731;5798;279
41;2;0220002013200000211000101100003110003120020032000;a6-b6;2;2;4731;5759;39
42;3;0220002013200000211000101100003110031200020032000;d6-c6;2;2;4707;5759;24
43;2;0220002013200000211000101100003110001200023032000;a6-a7;2;2;4707;5750;9
44;3;0220002013200000211000101100003110001220023030000;d7-d6;2;2;4699;5750;8
45;2;0220002013200000211000101100000311001220023030000;c5-d5;2;2;4699;5732;18
46;2;0220002013200000211000101100000311001020023020000;c6-c7x;2;2;4682;5732;17
47;3;0222002013100000211000103100000211001000023020000;d6-d5;2;2;4669;5732;13
48;2;0222002013100000211000103100000211031000020020000;a7-a6;2;2;4669;5722;10
49;3;2220002013100000211000103100000211031000020020000;d1-c1;2;2;4644;5722;25
50;2;2220002013100000211000100310000211031000020020000;d4-e4;2;2;4644;5577;145
51;3;2220002013100000211000100310000021131000020020000;d5-e5;2;2;4582;5577;62
52;2;2220002013100000211000100031000021131000020020000;e4-f4;2;2;4582;5053;524
53;2;2220002013100000211000100031000002131000020020000;e5-f5x;3;2;4574;5053;8
54;2;2220002013100000211000100031000000231000020020000;f5-g5x;4;2;4537;5053;37
55;3;2220002013100000211000100031000002031000020020000;g5-f5;4;2;3975;5053;562
56;3;2220002013100000211000100003000002031000020020000;f4-g4x;4;3;3975;4042;1011
57;2;2220002013100000211000100003300002001000020020000;a6-a5;4;3;3975;3233;809
58;3;2220002013100000211000100003300002001200020000000;c7-c6;4;3;3179;3233;796
59;2;2220002013100000211003100003000002001200020000000;a5-a4;4;3;3179;2586;647
60;3;2220002013100000211003100003000002201200000000000;g6-g5;4;3;2543;2586;636
61;2;2220002013100000211003100030000002201200000000000;g4-f4;4;3;2543;2068;518
62;3;2220002013100000211003100030002002201000000000000;c6-c5;4;3;2034;2068;509
63;2;2220002013100000211003100000002003201000200000000;f4-f5;4;3;2034;1654;414
64;3;2220002013100000211003100000002003201002000000000;f6-e6;4;3;1627;1654;407
