MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033022103300111000111110001110033010223300022;a2-b2;0;0;19693;20000;307
3;2;2200003022103300111300111110001110033010223300022;f1-f2;0;0;19693;18723;1277
4;3;2200003002213300111300111110001110033010223300022;b2-c2;0;0;18681;18723;1012
5;2;2200003022133000111300111110001110033010223300022;g2-f2;0;0;18681;18183;540
6;3;2200003020133000211300111110001110033110223300022;c2-c3;0;0;17690;18183;991
7;2;2200003020133002113000111110001110033110223300022;f3-e3;0;0;17690;17514;669
8;3;2000003020133002113000211110011110033110223300022;b1-b2;0;0;16801;17514;889
9;2;2200003020133002113000111110031110033110223000022;b7-b6;0;0;16801;17225;289
10;3;2200003020133000211300111110031110033110223000022;b3-c3;0;0;15535;17225;1266
11;2;2200003020133001211300311110031110030110223000022;b6-b5;0;0;15535;16086;1139
12;3;2000003020133002211300111110031110033110223000022;b1-b2;0;0;13333;16086;2202
13;2;2000003020133022113000111110031110033110223000022;f3-e3;0;0;13333;15107;979
14;3;2000003020133002113002111110031110033110223000022;a3-a4;0;0;11725;15107;1608
15;2;2200003020133001113002311110031110030110223000022;b6-b5;0;0;11725;14030;1077
16;3;2200003020133001113000311110231110030110223000022;a4-a5;0;0;9937;14030;1788
17;3;2200003010133003113000311110201110030110223000022;b5-b4x;0;0;9937;13784;246
18;3;2100003030133003113000011110201110030110223000022;b4-b3x;0;0;9937;13521;263
19;3;2300003030133000113000011110201110030110223000022;b3-b2x;0;1;9937;13384;137
20;3;3000003030133000113000011110201110030110223000022;b1-a1x;0;1;9937;13274;110
21;2;3000003030133000113000011110201110003110223000022;a6-b6;0;1;9937;12702;572
22;3;3000003030133000113000011110001110023110223000022;a5-a6;0;1;9241;12702;696
23;2;3000003030133000113000011110001110023110220300022;a7-b7;0;1;9241;12454;248
24;3;3000003030133000113000011110001112023110220300002;f7-f6;0;1;8892;12454;349
25;2;3000003031330000113000011110001112023110220300002;f2-e2;0;1;8892;11928;526
26;3;3000003031330000113000011110001112023112200300002;g6-f6;0;1;8202;11928;690
27;2;3000003031030000133000011110001112023112200301002;d2-d3;0;1;8202;11573;355
28;3;3000303031030000131000011110001122023110200301002;e6-e5;0;1;7813;11573;389
29;3;3000303031030000101000013110001122023110200301002;d3-d4x;0;2;7813;11278;295
30;3;3000303031030000101000010110001322023110200301002;d4-d5x;0;3;7813;10946;332
31;3;3000303031030000101000010110001022023130200301002;d5-d6x;0;4;7813;10676;270
32;3;3000303031030000101000010110001022031300200301002;d6-c6x;0;4;7813;10343;333
33;2;3010303031030000101000010110003022031000200301002;c6-c5;0;4;7813;10083;260
34;3;3010303031030000101000010110003220031000200301002;f5-e5;0;4;7685;10083;128
35;3;3010303031030000101000030110000220031000200301002;c5-c4x;0;5;7685;10026;57
36;3;3010303031030000301000000110000220031000200301002;c4-c3x;0;6;7685;9829;197
37;3;3010303033030000001000000110000220031000200301002;c3-c2x;0;7;7685;9406;423
