MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033220103300111000111110001110033010223300220;g7-f7;0;0;19641;20000;359
3;2;2200033220133000111000111110001110033010223300220;g2-f2;0;0;19641;19229;771
4;3;2000033220133002111000111110001110033010223300220;b1-b2;0;0;18493;19229;1148
5;2;2000033221330002111000111110001110033010223300220;f2-e2;0;0;18493;15383;3846
6;3;2000033201330002111000211110011110033010223300220;b2-b3;0;0;17588;15383;905
7;2;2000033221330002111000111110031110033010223000220;b7-b6;0;0;17588;15016;367
8;3;2000033022133002111000111110031110033010223000220;a2-b2;0;0;16402;15016;1186
9;2;2000033022133002111000111110003111033010223000220;b5-c5;0;0;16402;14317;699
10;3;2000033002133002111000211110013111033010223000220;b2-b3;0;0;14884;14317;1518
11;2;2000033022133002111000111110033111030010223000220;b6-b5;0;0;14884;13792;525
12;3;2000033002213302111000111110033111030010223000220;b2-c2;0;0;14041;13792;843
13;2;2020033001213302111000131110030111030010223000220;c5-c4;0;0;14041;12919;873
14;3;2002033001213302111000131110030111030010223000220;c1-d1;0;0;13208;12919;833
15;2;2012033001213302311000101110030111030010223000220;c4-c3;0;0;13208;11877;1042
16;3;2012033001213302311000101110030111030010223002200;f7-e7;0;0;11505;11877;1703
17;3;2012033003213302011000101110030111030010223002200;c3-c2x;0;1;11505;11367;510
18;3;2032033000213302011000101110030111030010223002200;c2-c1x;0;2;11505;10981;386
19;2;2032033000213302011000101110300111030010223002200;b5-a5;0;2;11505;8784;2197
20;2;2032033000021302011000101110300111030010223002200;d2-e2x;0;2;9786;8784;1719
21;2;2032033000002102011000101110300111030010223002200;e2-f2x;0;2;8753;8784;1033
22;2;2032033000000202011000101110300111030010223002200;f2-g2x;1;2;8215;8784;538
23;2;2032032000000002011000101110300111030010223002200;g2-g1x;1;2;7620;8784;595
24;3;2032030000000202011000101110300111030010223002200;g1-g2;1;2;6095;8784;1525
25;2;2032000000003202011000101110300111030010223002200;f1-f2;1;2;6095;8387;397
26;3;2032000000032002011000101110300111030010223002200;g2-f2;1;2;5584;8387;511
27;2;2032000000032002011000101110030111030010223002200;a5-b5;1;2;5584;7604;783
28;3;2032000000032002011000101110030111230010203002200;g6-g5;1;2;4467;7604;1117
29;2;2032000000032002011000101110003111230010203002200;b5-c5;1;2;4467;6583;1021
30;3;2032000000032000011000201110013111230010203002200;b3-b4;1;2;4408;6583;59
31;2;2002000003032000011000201110013111230010203002200;c1-c2;1;2;4408;6172;411
32;3;2000000003232000011000201110013111230010203002200;d1-d2;1;2;4323;6172;85
33;2;2000000003232000011000201110010111230310203002200;c5-c6;1;2;4323;5807;365
34;3;2000000003232000011100201110010112230310003002200;f6-f5;1;2;4217;5807;106
35;2;2000000000232000311100201110010112230310003002200;c2-c3;1;2;4217;5355;452
36;3;2000000000232000311100021110010112230310003002200;b4-c4;1;2;4096;5355;121
37;2;2000000000232000311100021110310112230310000002200;a7-a6;1;2;4096;5011;344
38;3;2000000000232000311100021110310112230310000000220;d7-e7;1;2;4007;5011;89
39;2;2000000000232000311100021110310112203310000000220;a6-b6;1;2;4007;4566;445
40;3;0200000000232000311100021110310112203310000000220;a1-b1;1;2;3902;4566;105
41;2;0200000000202000313100021110310112203311000000220;e2-e3;1;2;3902;4252;314
42;3;0200000000232000311100021110310112203312000000020;e7-e6;1;2;3872;4252;30
43;2;0200000000232000311100021110310112200331200000020;b6-c6;1;2;3872;4109;143
44;3;0200000000032000321100021110310112200311200003020;d2-d3;1;2;3852;4109;20
45;2;0200000000032000321100021110310112200311200000320;d7-e7;1;2;3852;4029;80
46;3;0000000020032000321100021110310112200311200000320;b1-b2;1;2;3810;4029;42
47;2;0000000020032000321100021110010112230311200000320;a5-a6;1;2;3810;3851;178
48;3;0000000020032000321100021112010112030311200000320;g5-g4;1;2;3755;3851;55
49;2;0000000020032000021100031112012112030311200000320;c3-c4;1;2;3755;3697;154
50;3;0000000020032000021100311120012112030311200000320;g4-f4;1;2;3743;3697;12
51;2;0000000020032000021100311120012112030031120000320;c6-d6;1;2;3743;3619;78
52;3;0000000020032000001100312120012112030011120003320;d3-d4;1;2;3730;3619;13
53;2;0000000020032000001100031212012112030011120003320;b4-c4;1;2;3730;3586;33
54;3;0000000020032000301100021212010112030011120003320;c5-c4;1;2;3709;3586;21
55;2;0000000020032000301100021212010112003011120003320;a6-b6;1;2;3709;3446;140
56;3;0000000002032000301100021212010112003011120003320;b2-c2;1;2;3668;3446;41
57;2;0000000002032000311100021212010112003031120000320;d7-d6;1;2;3668;3386;60
58;3;0000000002032000311100021212010112003311200000320;g6-f6;1;2;3633;3386;35
59;2;0000000002032000311100021212010112000331120000320;b6-c6;1;2;3633;3135;251
60;3;0000000002032000311100021212010112200331100000320;g6-g5;1;2;3561;3135;72
61;2;0000000002032000311100021212010112200033110000320;c6-d6;1;2;3561;2690;445
62;3;0000000000232000311100021212010112200033110000320;c2-d2;1;2;3277;2690;284
63;2;0002000000132000311100021212010312200003110000320;d6-d5;1;2;3277;2151;539
64;3;0002020000131000311100021222010311200003210000300;f7-f6;1;2;2621;2151;656
65;3;0002020000131000311100021222010311200000320000300;e6-f6x;1;3;2621;1720;431
66;3;0002020000131000311100021222010031100000320000300;d5-e5x;1;3;2621;1502;218
67;3;0002020000131000311100021222010003100000320000300;e5-f5x;1;4;2621;1461;41
68;3;0002010000131000311200021232010003100000020000300;f6-f5x;1;4;2621;1446;15
69;3;0002010000131000311200021232010000300000020000300;f5-g5x;1;5;2621;1436;10
70;3;0002010000132000311300021202010000300000020000300;f4-f3x;1;6;2621;1433;3
71;3;0002020000133000311000021202010000300000020000300;f3-f2x;1;7;2621;1432;1
