MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033220103300111000111110001110033012203300022;g6-f6;0;0;19424;20000;576
3;2;2200033220103300111000111110031110033012203000022;b7-b6;0;0;19424;18933;1067
4;3;2200033022103300111000111110031110033012203000022;a2-b2;0;0;18169;18933;1255
5;2;2200003022103300111300111110031110033012203000022;f1-f2;0;0;18169;17582;1351
6;3;2200003022103300111300111110031110033122003000022;f6-e6;0;0;17028;17582;1141
7;2;2200003022103300111300111110031110003312203000022;a6-b6;0;0;17028;17012;570
8;3;2200003022103300111300111110031112003312203000002;f7-f6;0;0;16148;17012;880
9;2;2200003022100300111300111130031111003312203000022;f2-f3;0;0;16148;14964;2048
10;3;2200003022100300111300111130031111033122003000022;f6-e6;0;0;15781;14964;367
11;2;2200003022100301111300311130031111030122003000022;b6-b5;0;0;15781;14753;211
12;3;2200003022100301111300311130031111031220003000022;e6-d6;0;0;14505;14753;1276
13;2;2200003022100301111300311130031111003122003000022;a6-b6;0;0;14505;14420;333
14;3;2000003022100302111300111130031111003122003300022;b1-b2;0;0;12972;14420;1533
15;2;2000003022100302111300111130031111000312203300022;b6-c6;0;0;12972;13892;528
16;3;2000003022103302111300111110031112000312203300002;f7-f6;0;0;12429;13892;543
17;2;2000003022103321113000111110031112000312203300002;f3-e3;0;0;12429;12529;1363
18;3;2000003022103321113100111120031112000312003300002;f6-f5;0;0;10626;12529;1803
19;2;2020003021103321113100111120033112000012003300002;c6-c5;0;0;10626;10449;2080
20;3;2020003021103321113100111120331120000012003300002;f5-e5;0;0;9341;10449;1285
21;2;2020003021103321110100111320331110000012003300202;e3-e4;0;0;9341;9006;1443
22;3;2020003021103302111100111320331110000012003300202;a3-b3;0;0;8152;9006;1189
23;2;2220003021103301111100311320301110000012003300202;b5-b4;0;0;8152;7240;1766
24;3;2220003021103301111103113200301110000012003300202;f4-e4;0;0;6985;7240;1167
25;2;2220003021100301111303113210301110000012003300202;f2-f3;0;0;6985;5791;1449
26;3;2220003021100301111303113210301110000120003300202;e6-d6;0;0;5587;5791;1398
27;2;2220003021100311113003113210301110000120003300202;f3-e3;0;0;5587;5504;287
28;3;2221003021100311133003111210301210000100003300202;d6-d5;0;0;5494;5504;93
29;3;2221003021100311330003111210301210000100003300202;e3-d3x;0;1;5494;5472;32
30;3;2221003021100313300003111210301210000100003300202;d3-c3x;0;2;5494;5362;110
31;3;2221003021100333000003111210301210000100003300202;c3-b3x;0;3;5494;4600;762
32;2;2221003021103033000003111210301210000100003300202;g2-f2;0;3;5494;3679;921
33;3;2221003021103033000003111010301220000101003300202;e4-e5;0;3;4884;3679;610
34;2;2221003021103003000003111010301220030101003300202;a3-a4;0;3;4884;3562;117
35;3;2221003021103003010003112010301020030101003300202;d5-d4;0;3;4482;3562;402
36;2;2221003021103003010000311210301020030101003300202;a4-b4;0;3;4482;3523;39
37;3;2221003021103003010000311210301200030101003300202;e5-d5;0;3;4310;3523;172
38;3;2221003031103003010000011210301200030101003300202;b4-b3x;0;3;4310;3522;1
39;3;2321003031103000010000011210301200030101003300202;b3-b2x;0;3;4310;3519;3
40;2;2321003031100000010300011210301200030101003300202;f2-f3;0;3;4310;3510;9
41;3;2321003031100000010300011210301200030101003300022;e7-f7;0;3;4145;3510;165
42;2;2321003031100000010300011210031200030101003300022;a5-b5;0;3;4145;3499;11
43;2;2321003031100000010300012210031000030101003300022;d5-d4x;1;3;4078;3499;67
44;2;2321003031100000020300010210031000030101003300022;d4-d3x;2;3;4031;3499;47
45;2;2321003031200000000300010210031000030101003300022;d3-d2x;3;3;3983;3499;48
46;3;2321003031200000000300010021031000030101003300022;e4-f4;3;3;3844;3499;139
47;2;2321003031200000000300010021331000030101000300022;a7-a6;3;3;3844;3481;18
48;2;2322003031000000000300010021331000030101000300022;d2-d1x;4;3;3794;3481;50
49;2;2322003031000000000300010002331000030101000300022;f4-g4x;5;3;3619;3481;175
50;3;2322003031000000000300010020331000030101000300022;g4-f4;5;3;2895;3481;724
