MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033022103300111000111110001110033010223300022;a2-b2;0;0;19614;20000;386
3;2;2200003022103300111300111110001110033010223300022;f1-f2;0;0;19614;18542;1458
4;3;2200003022103300111300111110001110033012203300022;g6-f6;0;0;18488;18542;1126
5;2;2200003022103300111300111110031110033012203000022;b7-b6;0;0;18488;17876;666
6;3;2200003022103300111300111110031112033012203000002;f7-f6;0;0;17303;17876;1185
7;2;2200003022100300111300111130031111033012203000022;f2-f3;0;0;17303;16755;1121
8;3;2200003022100300111300111130031111033122003000022;f6-e6;0;0;17113;16755;190
9;2;2200003022100300111300111130031111003312203000022;a6-b6;0;0;17113;16429;326
10;3;2200003022103300111300111110031112003312203000002;f7-f6;0;0;16623;16429;490
11;2;2220003021103300111300111110033112003012203000002;c6-c5;0;0;16623;15065;1364
12;3;2220003021103300111300111110033112003122003000002;f6-e6;0;0;15779;15065;844
13;2;2220003021103301111300311110033112000122003000002;b6-b5;0;0;15779;14108;957
14;3;2020003021103302111300111110033112003122003000002;b1-b2;0;0;14780;14108;999
15;2;2020003021103321113000111110033112003122003000002;f3-e3;0;0;14780;13388;720
16;3;2020003021103321113100111120033110003122003000002;f5-f4;0;0;13813;13388;967
17;2;2220003011103321113100311120033110000122003000002;b6-b5;0;0;13813;12638;750
18;3;2220003011103321113100311120033110001220003000002;e6-d6;0;0;13222;12638;591
19;2;2220003011103321113100311120003311001220003000002;b5-c5;0;0;13222;11617;1021
20;3;2220003011103321113103111200003311001220003000002;f4-e4;0;0;12453;11617;769
21;2;2220003211103331113100111200003311001220003000002;a4-a3;0;0;12453;10772;845
22;3;2020003221103331113100111200013311001220003000002;b1-b2;0;0;11713;10772;740
23;2;2020030221103331113100111200013311001220003000002;g1-f1;0;0;11713;10576;196
24;3;2021030221103331113100113200013211001200003000002;d6-d5;0;0;11346;10576;367
25;3;2021030321103301113100113200013211001200003000002;a3-a2x;0;0;11346;10542;34
26;2;2021000321103301113300113210013211001200003000002;f1-f2;0;0;11346;10307;235
27;2;2021000321103301133300112210013011001200003000002;d5-d4x;1;0;11277;10307;69
28;2;2021000321303301123300110210013011001200003000002;d4-d3x;2;0;11165;10307;112
29;2;2023000321203301103300110210013011001200003000002;d3-d2x;3;0;11042;10307;123
30;3;2023000301203302103300110210013011001200003100002;b2-b3;3;0;10898;10307;144
31;2;2023000301203302103300110210130011001200003100002;c5-b5;3;0;10898;10205;102
32;2;2023000301203300103300210210110011003200003100002;b3-b4x;4;0;10853;10205;45
33;2;2022000301003300103300210210110011003200003100002;d2-d1x;4;0;10663;10205;190
34;2;2022000301003300103300010210120011001200003300002;b4-b5x;5;0;10296;10205;367
35;2;2022000301003300103300010210200011001200003300002;b5-a5x;6;0;9983;10205;313
