MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;2200033220103300111000111110001110033012203300022;g6-f6;0;0;19533;20000;467
3;2;2200033220103300111000111110031110033012203000022;b7-b6;0;0;19533;19175;825
4;3;2200033022103300111000111110031110033012203000022;a2-b2;0;0;18027;19175;1506
5;2;2200030022103300111030111110031110033012203000022;g1-g2;0;0;18027;15339;3836
6;3;2200030022103300111030111110031112033012203000002;f7-f6;0;0;15992;15339;2035
7;2;2200030022103300111030111110003111233012203000002;b5-c5;0;0;15992;13414;1925
8;3;2200030020103300211030111110001111233312203000002;c2-c3;0;0;15303;13414;689
9;2;2200030020103300211030111110001111203331223000002;a6-b6;0;0;15303;12779;635
10;3;2200030020103300211130111110001112203331023000002;f6-f5;0;0;15126;12779;177
11;2;2200030020103300211130111110001112200333123000002;b6-c6;0;0;15126;12392;387
12;2;2200030020103300021110111110001112200333123000002;c3-d3x;0;0;14853;12392;273
13;2;2200030020103300002110111110001112200333123000002;d3-e3x;1;0;14634;12392;219
14;2;2200030020103300000210111110001112200333123000002;e3-f3x;2;0;14298;12392;336
15;2;2200030020103300000020111110001112200333123000002;f3-g3x;3;0;14109;12392;189
16;3;2000030020103302000020111110001112200333123000002;b1-b2;3;0;13833;12392;276
17;3;2000030020103302000020111110001112200033313000002;c6-d6x;3;0;13833;12171;221
18;2;2000000020103302000320111110001112200033313000002;f1-f2;3;0;13833;11803;368
19;3;2000000020103302003200111110001112200033313000002;g3-f3;3;0;13675;11803;158
20;2;2000000020100302003300111120001111200033213000032;f2-f3;3;0;13675;11517;286
21;3;2000000020100302003300111122001111100033223000030;g7-g6;3;0;13615;11517;60
22;3;2000000020100302003300111122001111100003323000030;d6-e6x;3;0;13615;11422;95
23;2;2000000020100002003330111122001111100003323000030;g2-g3;3;0;13615;11241;181
24;3;2000000000100002003330211122011111100003323000030;b2-b3;3;0;13046;11241;569
25;3;2000000000100002003330211122011111100000333000030;e6-f6x;3;0;13046;11199;42
26;2;2000000000100002003330211122011111130000330000030;a7-a6;3;0;13046;11090;109
27;3;2000000000100002003332111220011111130000330000030;g4-f4;3;0;11861;11090;1185
28;2;2000000000100002003332111221011111330000300000030;g6-g5;3;0;11861;10966;124
29;3;0200000000100002003332111221011111330000300000030;a1-b1;3;0;9488;10966;2373
30;2;0200000000100002003332111221111113030000300000030;g5-f5;3;0;9488;10685;281
31;2;0200000000100002003330211122111113030000300000030;a4-b4x;4;0;9415;10685;73
32;3;0200000000100000003330211122121113031000300000030;b3-b4;4;0;9266;10685;149
33;3;0200000000100000003330211122211130031000300000030;f5-e5x;4;1;9266;10450;235
34;3;0200000000100000003330211122111300031000300000030;e5-d5x;4;1;9266;9254;1196
35;3;0200000000100000003330211122113000031000300000030;d5-c5x;4;2;9266;7834;1420
36;3;0200000000100000003330211122130000031000300000030;c5-b5x;4;3;9266;7581;253
37;3;0200000000100000003330211122300000031000300000030;b5-a5x;4;4;9266;7178;403
38;2;0200000000100000003330211122300003031000300000000;f7-f6;4;4;9266;6760;418
39;3;0200000000100002003330011122300003031000300000000;b4-b3;4;4;7412;6760;1854
40;2;0200000000100002003300011123300003231000300000000;g3-g4;4;4;7412;6134;626
41;3;0200000000100002003300011123300032031000300000000;g5-f5;4;4;7242;6134;170
42;2;0200000000100002003300011123030032031000300000000;a5-b5;4;4;7242;5624;510
43;3;0200000000100000003300211123030032031000300000000;b3-b4;4;4;6834;5624;408
44;2;0200000000100000003302111230030032031000300000000;g4-f4;4;4;6834;5296;328
45;3;0200000000100000003300111230230032031000300000000;a4-a5;4;4;6607;5296;227
46;3;0200000000100000003300111230300032031000300000000;b5-a5x;4;4;6607;5180;116
47;2;0200000000100000000300111330300022031003300000000;e3-e4;4;4;6607;4992;188
48;3;0200000000100000000300111330300220031003300000000;f5-e5;4;4;5415;4992;1192
49;2;0200000000100000000301113300300220031003300000000;f4-e4;4;4;5415;4788;204
50;3;0200000000100000000301113300300022031003300000000;d5-e5;4;4;4824;4788;591
51;3;0200000000100000000301133000300022031003300000000;e4-d4x;4;5;4824;4750;38
52;3;0200000000100000000301330000300022031003300000000;d4-c4x;4;6;4824;4715;35
53;3;0200000000100000000303300000300022031003300000000;c4-b4x;4;7;4824;4651;64
