MoveNr;activePlayer;fieldString;lastMove;bulletsCapturedWhite;bulletsCapturedBlack;timeRemainingWhite;timeRemainingBlack;timeUsedForLastMove
1;2;2200033220103300111000111110001110033010223300022;;0;0;20000;20000
2;3;0200033220103320111000111110001110033010223300022;a1-a2;0;0;19650;20000;350
3;2;0200003220103320111300111110001110033010223300022;f1-f2;0;0;19650;17639;2361
4;3;0200003022103320111300111110001110033010223300022;a2-b2;0;0;18399;17639;1251
5;2;0200003022103320111300111110031110033010223000022;b7-b6;0;0;18399;16453;1186
6;3;2000003022103320111300111110031110033010223000022;b1-a1;0;0;16091;16453;2308
7;2;2000003022100320111300111130031111033010223000022;f2-f3;0;0;16091;14483;1970
8;3;2000003022103320111300111110031112033010223000002;f7-f6;0;0;15580;14483;511
9;2;2000003022133020111300111110031112033010223000002;g2-f2;0;0;15580;12855;1628
10;3;2000033022133020111100111120031112033010023000002;f6-f5;0;0;12890;12855;2690
11;2;2000033221330020111100111120031112033010023000002;f2-e2;0;0;12890;10517;2338
12;3;2000033221330020111101111200031112033010023000002;f4-e4;0;0;11851;10517;1039
13;2;2000033221330020111101111200003111233010023000002;b5-c5;0;0;11851;10043;474
14;2;2000033221330020111101112000003111233010023000002;e4-d4x;1;0;11836;10043;15
15;2;2000033221330020111101120000003111233010023000002;d4-c4x;2;0;11795;10043;41
16;3;2000033221330020111101120000031112033010023000002;g5-f5;2;0;11579;10043;216
17;3;2000033213300020111101120000031112033010023000002;e2-d2x;2;0;11579;9806;237
18;2;2000033213000020131101121000031112033010023000002;d2-d3;2;0;11579;9186;620
19;3;2000033213000020131101121000031112033010023000020;g7-f7;2;0;9263;9186;2316
20;3;2000033130000020131101121000031112033010023000020;c2-b2x;2;0;9263;7348;1838
21;3;2000033300000020131101121000031112033010023000020;b2-a2x;2;1;9263;6791;557
22;2;2000033300000020131101121000003111233010023000020;b5-c5;2;1;9263;6515;276
23;3;2000033300000020131101121000003111033010023000022;g5-g6;2;1;9193;6515;70
24;2;2000033300000020131101121000000311133010023000022;c5-d5;2;1;9193;6019;496
25;3;2000033300000020131101121000000311133010023000220;g7-f7;2;1;9176;6019;17
26;3;2000033300000020131101121000000031133010023000220;d5-e5x;2;2;9176;5971;48
27;3;2000033300000020131101121000000003133010023000220;e5-f5x;2;3;9176;5931;40
28;3;2000033300000020131101121000000000333010023000220;f5-g5x;2;4;9176;5872;59
29;2;2000033300000020101101123000000100333010023000220;d3-d4;2;4;9176;5764;108
30;3;2000033301000020201101103000000100333010023000220;c4-c3;2;4;9096;5764;80
31;2;2000033301000020201101130000000100333010023000220;d4-c4;2;4;9096;5410;354
32;3;0200033301000020201101130000000100333010023000220;a1-b1;2;4;8955;5410;141
33;3;0200033301000020201101300000000100333010023000220;c4-b4x;2;5;8955;5331;79
34;3;0200033301000020201103000000000100333010023000220;b4-a4x;2;6;8955;5211;120
35;2;0200033031000020201103000000000100333010023000220;a2-b2;2;6;8955;4861;350
36;3;0200033031000020021103000000000100333010023000220;c3-d3;2;6;8509;4861;446
37;3;0300033001000020021103000000000100333010023000220;b2-b1x;2;6;8509;4700;161
38;2;0300033001000020021103000000000100033010033000222;g5-g6;2;6;8509;4275;425
39;3;0300033001000020021103000000000100033010033002220;g7-f7;2;6;8456;4275;53
40;2;0300033001000020021103000000000100033010303002220;g6-f6;2;6;8456;4090;185
41;3;0300033001000020021103000000000103033010203002200;f7-f6;2;6;7796;4090;660
42;2;0300030001000320021103000000000103033010203002200;g1-g2;2;6;7796;3523;567
43;3;0300030001000320021103000000000103033012203002000;e7-e6;2;6;6236;3523;1560
44;2;0300030001000320021103000000000100033012303002020;f5-f6;2;6;6236;3043;480
45;3;0300030001000320021103000000000100033012303002002;f7-g7;2;6;5739;3043;497
46;2;0000030031000320021103000000000100033012303002002;b1-b2;2;6;5739;2434;609
47;3;0000030031000320021103000000000100033012303000202;d7-e7;2;6;4591;2434;1148
48;2;0000030001000323021103000000000100033012303000202;b2-b3;2;6;4591;2235;199
49;3;0000030001000323002113000000000100033012303000202;d3-e3;2;6;4487;2235;104
50;3;0000030001000330002113000000000100033012303000202;b3-a3x;2;6;4487;2233;2
51;2;0000030001000030002133000001000100033012303000202;g2-g3;2;6;4487;2209;24
52;3;0000030001000030002133000001000120033012303000002;e7-e6;2;6;4314;2209;173
53;2;0000030001000030021303000001000120033012303000002;g3-f3;2;6;4314;2183;26
54;3;0000030001000030021303000201000120033010303000002;e6-e5;2;6;4083;2183;231
55;2;0000030001000030021303000201000120033010033000002;f6-g6;2;6;4083;2085;98
56;3;0000030001000030021303000201000120333010023000000;g7-g6;2;6;3894;2085;189
57;2;0000030001000030213003000201000120333010023000000;f3-e3;2;6;3894;2049;36
58;3;0000030001000030213013000203000120233010003000000;g6-g5;2;6;3115;2049;779
59;2;0000030001000003213013000203000120233010003000000;a3-b3;2;6;3115;1979;70
60;3;0000030001000003213013000203000122033010003000000;g5-f5;2;6;2491;1979;624
61;2;0000030001000103213033000200000122033010003000000;g4-g3;2;6;2491;1757;222
62;3;0000030001000103213033000220000120033010003000000;f5-f4;2;6;1992;1757;499
63;2;0000031001000303213003000220000120033010003000000;g3-g2;2;6;1992;1598;159
64;3;0000031001000303213203000200000120033010003000000;f4-f3;2;6;1971;1598;21
65;3;0000003001000303213203000200000120033010003000000;f1-g1x;2;7;1971;1594;4
